movieId,title,genres,tmdb_id,budget,revenue,runtime,release_date,original_language,director,top_cast,production_companies,production_countries,keywords
244434,Mister Twister Goes Camping (2013),Children|Comedy|Drama,230214.0,,,81.0,2013-12-11,nl,Barbara Bredero,Willem Voogd|Hannah Hoekstra|Felix Osinga,PVPictures|RCV,Netherlands,
244436,Mister Twister: Class of Fun (2012),Children|Comedy,140228.0,,5231957.0,81.0,2012-10-03,nl,Barbara Bredero,Felix Osinga|Brent Thomassen|Sanne Wallis de Vries,PVPictures|RCV,Netherlands,
244444,Ace Wonder (2014),Adventure|Children|Mystery,273915.0,,,95.0,2014-05-13,en,John Robert Moore,Gator Moore|Derek Moreland|Jeff Moreland,HeuMoore Productions|Gundersen Entertainment,United States of America,detective|comic book|based on graphic novel|fatherhood|boy hero
244446,The Crocodiles (2009),Adventure|Children,12137.0,4980190.0,4628777.0,98.0,2009-03-26,de,Christian Ditter,Nick Romeo Reimann|Leonie Tepe|Fabian Halbig,Constantin Film|Rat Pack Filmproduktion|Westside Filmproduktion,Germany,street gang|single parent|wheelchair user   |suburb
244448,Tom and Huck (2012),Adventure|Children|Crime,126897.0,,99518.0,90.0,2012-08-02,de,Norbert Lechner,Benedikt Weber|Xaver-Maria Brenner|Fritz Karl,Star*Film|Kevin Lee Filmgesellschaft|Rommel Film,Austria|Germany,
244450,Full-Court Miracle (2003),Children,158265.0,,,90.0,2003-11-21,en,Stuart Gillard,Alex D. Linz|Richard T. Jones|R.H. Thomson,Daniel L. Paulson Productions|Walt Disney Television,Canada|United States of America,sports
244452,Altered States of Plaine (2012),Drama|Mystery|Sci-Fi,231552.0,,,88.0,2012-05-18,pt,Nick Gaglia,George Gallagher|Kether Donohue|Michael Mathis,,United States of America,
244454,The Little Gangster (2015),Adventure|Children|Comedy|Crime,332349.0,,1276194.0,102.0,2015-04-29,nl,Arne Toonen,Thor Braun|Henry van Loon|Thijn Brobbel,Wrap the Gap|Hazazah Pictures|Shooting Star Filmcompany,Netherlands,bullying|bully|mafia|based on children's book|italian stereotype|make believe
244456,Violation (2020),Drama|Horror|Thriller,728874.0,,,107.0,2020-09-14,en,Madeleine Sims-Fewer|Dusty Mancinelli,Madeleine Sims-Fewer|Anna Maguire|Jesse LaVercombe,DM Films,Canada,revenge|betrayal|troubled marriage|woman director|rape revenge|vengeful woman
244458,The Girl on the Train (2021),Drama|Thriller,695958.0,,,128.0,2021-02-26,hi,Ribhu Dasgupta,Parineeti Chopra|Aditi Rao Hydari|Kirti Kulhari,Reliance Entertainment,India,remake|psychological thriller
244460,The Toll (2021),Thriller,638045.0,,,81.0,2021-03-26,en,Michael Nader,Jordan Hayes|Max Topplin|James McGowan,Always Hungry Productions|4AM Film Studios,Canada,supernatural|trauma|bow and arrow|lost in the woods|toll
244462,Adi Shankaracharya (1983),(no genres listed),312800.0,,,130.0,1983-01-01,sa,G. V. Iyer,Sarvadaman D. Banerjee|M. V. Narayanarao|Manjunath Bhat,National Film Development Corporation of India,India,
244472,More Than Miyagi: The Pat Morita Story (2021),Documentary,439213.0,,,90.0,2021-02-01,en,Kayvon Derak Shanian,Pat Morita|Ralph Macchio|Martin Kove,Love Project Films,,biography|actor|karate kid
244476,Sweet Daddy Siki (2017),Documentary,522914.0,,,78.0,2017-06-11,en,Harvey Glazer,Reginald Siki|Adam Copeland|Bret Hart,,Canada,
244480,Confessions of a Time Traveler - The Man from 3036 (2020),Documentary|Sci-Fi,726795.0,,,38.0,2020-07-02,en,Nostradamus Brothers,Jack Helms,Anon Films,United States of America,future|time travel|end of the world|found footage
244488,The Need to Grow (2019),Documentary,586731.0,,,96.0,2019-03-07,en,Rob Herring|Ryan Wirick,Rosario Dawson,,United States of America,
244490,Red (2021),Action|Crime|Thriller,681435.0,,,146.0,2021-01-14,te,Kishore Tirumala,Ram Pothineni|Nivetha Pethuraj|Malavika Sharma,Sri Sravanthi Movies,India,remake|twins
244492,Wish Dragon (2021),Animation|Children|Comedy|Fantasy,550205.0,,25860000.0,99.0,2021-01-15,en,Chris Appelhans,Jimmy Wong|John Cho|Constance Wu,Sony Pictures Animation|Tencent Pictures|Base Media|Alkay Animation Prague,United States of America|China|Czech Republic,wish|dragon|nostalgic|cheerful
244498,Delivering Milo (2001),Comedy|Fantasy,24811.0,,,94.0,2001-01-04,en,Nick Castle,Anton Yelchin|Albert Finney|Bridget Fonda,IMMI Pictures|Lakeshore International,United States of America,angel|guardian angel
244502,Secret Magic Control Agency (2021),Animation|Comedy|Fantasy,797394.0,,,104.0,2021-03-18,ru,Alexey Tsitsilin,Valery Smekalov|Irina Obrezkova|Alexey Makretsky,CTB Film Company|Voronezh Animation Studio|QED International|Kinoprime Foundation|Cinema Foundation of Russia,Russia,rescue|magic|rescue mission
244504,Sugar Daddy (2020),Drama,763240.0,,,100.0,,en,Wendy Morgan,Kelly McCormack|Amanda Brugel|Colm Feore,Clique Pictures|Violator Films|Floyder Films,Canada,"musician|roommates|toronto, canada|dating|older man younger woman relationship|struggling artist|woman director|money problems|absent parent|sugar daddy"
244506,Like a House on Fire (2020),(no genres listed),659921.0,,,85.0,,en,Jesse Noah Klein,Sarah Sutherland|Jared Abrahamson|Dominique Provost-Chalkley,Colonelle Films|Woods Entertainment,Canada,"pregnancy|mental breakdown|family secrets|ontario, canada|estranged couple|abandoned by mother|young daughter"
244508,A Concerto Is a Conversation (2020),Documentary,776751.0,,,13.0,2020-11-24,en,Kris Bowers|Ben Proudfoot,"Kris Bowers|Horace Bowers, Sr.",Breakwater Studios|The New York Times|Chicago Media Project,United States of America,
244510,Colette (2020),Documentary,741845.0,,,24.0,2020-02-16,fr,Anthony Giacchino,Colette Marin-Catherine|Lucie Fouble,Time Travel Unlimited,United States of America,world war ii
244512,The Kings of Appletown (2008),Adventure|Comedy,178002.0,4000000.0,,92.0,2008-08-30,en,Bobby Moresco,Dylan Sprouse|Cole Sprouse|Victoria Justice,,United States of America,falsely accused|coming of age
244514,The Danger Girl (1916),Comedy,141931.0,,,30.0,1916-08-24,en,Clarence G. Badger,Bobby Vernon|Gloria Swanson|Helen Bray,,,
244516,Teenagers (2009),Drama,393463.0,,,163.0,,fr,Paul Verhoeven,Sandy|Cyril Butaeye|Sullivan Leray,Forever Productions,France,angel|coming of age|teenage boy|gay theme
244524,Five (2010),Comedy|Drama|Horror|Thriller,57942.0,,,111.0,2010-07-14,en,Cathy Garcia-Sampana|Ato Bautista|Frasco Mortiz,Kristel Moreno|Jodi Sta. Maria|Maja Salvador,Star Cinema – ABS-CBN Film Productions,Philippines,philippines|woman director
244526,Two Birds (2008),Drama,79266.0,,,15.0,2008-05-22,is,Rúnar Rúnarsson,Atli Óskar Fjalarsson|Hera Hilmar|Sigurdur Jakob Helgason,Zik Zak Filmworks,Iceland,rape|witness|rape victim|teenage life|shy teen|drug|boy girl relationship|short film|youth relationship|party|unconscious|youth|teenager|boy|sex abuse|remain silent
244530,Pagglait (2021),Comedy|Drama,786190.0,,,114.0,2021-03-26,hi,Umesh Bist,Sanya Malhotra|Shruti Sharma|Chetan Sharma,Balaji Motion Pictures|Sikhya Entertainment,India,
244534,Entrusted (2003),Drama|Thriller,47203.0,11680582.0,,130.0,2003-07-03,en,Giacomo Battiato,Klaus Maria Brandauer|Giovanna Mezzogiorno|Thomas Brodie-Sangster,Grosvenor Park Productions|Le Sabre|Grundy Italia|UFA|ARD Degeto,United Kingdom|France,chess|nazi
244538,Only Men Go to the Grave (2016),(no genres listed),511309.0,,,80.0,2016-12-06,ar,Abdulla Al Kaabi,,,,
244546,In Your Dreams (1997),(no genres listed),425768.0,,,74.0,1997-12-13,en,Simon Cellan Jones,Thandiwe Newton|Oliver Milburn|Miles Anderson,,,
244558,Barrio (1998),Drama,32118.0,,,94.0,1998-10-02,es,Fernando León de Aranoa,Críspulo Cabezas|Timy Benito|Eloi Yebra,Elías Querejeta PC|Esicma S.R.L|MACT Productions|MGN Filmes|Sogepaq|Sogetel,Spain,cine quinqui
244560,The Last Supper (2019),(no genres listed),434700.0,,,83.0,2019-01-30,de,Florian Frerichs,Michael Degen|Adrian Topol|Bruno Eyron,,Germany,
244562,Going Nuts - Tales from the Squirrel World (2019),Documentary,604944.0,,,50.0,2019-05-26,de,Yann Sochaczewski,Dan Wesker|Philipp Schepmann,WDR|Altayfilm|ARTE,Germany,squirrel|wild animal|nature documentary
244564,Hunger Ward (2020),Documentary,757697.0,,,40.0,2020-11-11,en,Skye Fitzgerald,Aida Alsadeeq|Omeima Essa Salem Abdullah|Mekkia Mahdi,RYOT Films|Vulcan Productions|Spin Film|MTV Documentary Films|XTR,United States of America,
244572,Dad (2021),Comedy,779280.0,,9267397.0,75.0,2021-02-23,ru,Dmitry Efimovich,Stanislav Starovoytov|Nadezhda Mikhalkova|Vladimir Vdovichenkov,Premier Studios|Good Story Media|TNT,Russia,
244574,Dinner With Friends with Brett Gelman and Friends (2014),Comedy,266644.0,,,23.0,2014-04-24,en,Jason Woliner,Dale Dickey|Gilbert Gottfried|Alex Karpovsky,Abso Lutely Productions|Williams Street|Adult Swim,United States of America,dinner party
244578,Atlantic Wall (1970),Adventure|Comedy|War,61231.0,,,107.0,1970-10-14,fr,Marcel Camus,Bourvil|Sophie Desmarets|Peter McEnery,Les Productions Georges de Beauregard|SNC|Fono Roma,France|Italy,"world war ii|normandy, france|invasion of normandy|french|comedy"
244580,Guys 'N Divas: Battle of the High School Musicals (2009),Documentary,250594.0,,,,2009-01-01,en,Barry W. Blaustein,,,,high school|competition|musical theater
244582,Tin Can (2020),Sci-Fi,752510.0,,,104.0,2020-10-08,en,Seth A. Smith,Anna Hopkins|Simon Mutabazi|Michael Ironside,Cut Off Tail|levelFILM,Canada,
244584,Disgrace (2013),Drama,336316.0,,,14.0,2013-12-20,en,J. Casey Modderno,Devin Druid|Aidan Fiske|Steven Ogg,,United States of America,short film
244594,The Wild Soccer Bunch 3 (2006),Adventure|Children|Comedy,51609.0,4494427.0,11935024.0,93.0,2006-03-01,de,Joachim Masannek,Jimi Blue Ochsenknecht|Sarah Kim Gries|Constantin Gastmann,Bayerischer Banken-Fonds|SamFilm,Germany,football (soccer)
244596,The Babysitter's Seduction (1996),Drama|Thriller,69945.0,,,86.0,1996-01-22,en,David Burton Morris,Keri Russell|Stephen Collins|Phylicia Rashād,Hearst Entertainment Productions|Richard Maynard Productions,United States of America,lolita|high school|seduction|babysitter|romance|murder|teenage girl|older man younger woman relationship|woman in jeopardy|sex with a minor|unexpected death|lies
244600,A Christmas Exchange (2020),Romance,744957.0,,,80.0,2020-12-19,en,Justin G. Dyck,Laura Vandervoort|Rainbow Sun Francks|Yanic Truesdale,Brain Power Studio,Canada,"london, england|christmas|house swapping"
244604,Twinkle All the Way (2019),Children|Romance,627470.0,,,90.0,2019-11-23,en,Brian Herzlinger,Sarah Drew|Ryan McPartlin|Lesley Ann Warren,Off Camera Entertainment|Lifetime,United States of America,christmas|gay couple
244630,Orbit Ever After (2013),Comedy|Romance|Sci-Fi,220806.0,,,20.0,2013-10-17,en,Jamie Magnus Stone,Thomas Brodie-Sangster|Mackenzie Crook|Bronagh Gallagher,,,
244632,Abandoned (2001),Drama,47032.0,,,102.0,2001-08-28,hu,Árpád Sopsits,Tamás Mészáros|Szabolcs Csizmadia|Attila Zsilák,Budapest Filmstúdió|Duna Televízió,Hungary,orphanage|coming of age|orphan|death of parent
244640,99 Women (1969),Drama|Thriller,28277.0,,,99.0,1969-03-05,en,Jesús Franco,Maria Schell|Herbert Lom|Mercedes McCambridge,Towers of London Productions|Hesperia Films,Germany|Spain|United Kingdom|Italy|Liechtenstein,women's prison|escape attempt
244646,Cat Funeral (2015),Drama|Romance,349109.0,,,107.0,2015-01-15,ko,Lee Jong-hoon,Kim Young-woon|Park Se-young|Jung Gyu-woon,Indieplug,South Korea,animals
244648,Life After Flash (2017),Documentary|Sci-Fi,505247.0,,,94.0,2017-10-02,en,Lisa Downs,Sam J. Jones|Melody Anderson|Brian Blessed,Spare Change Films,United Kingdom,hero|interview|comic book|biography|celebrity|director|filmmaking|making of
244652,Safer at Home (2021),Thriller,792657.0,,,82.0,2021-02-26,en,Will Wernick,Jocelyn Hudon|Emma Lahana|Alisa Allapach,7930 Entertainment|Showdown Productions|Voltage Pictures,United States of America,drinking|found footage|online chat|lockdown|pandemic|covid-19|screenlife|video chat
244654,Star Hunter (1996),Action|Horror|Sci-Fi,29891.0,,,80.0,1996-01-09,en,Cole S. McKay|Fred Olen Ray,Roddy McDowall|Stella Stevens|Rebecca Budig,New Horizons,United States of America,monster|predator|cheerleader|severed head
244656,Simple Passion (2020),Drama|Romance,526811.0,,75167.0,99.0,,fr,Danielle Arbid,Laetitia Dosch|Sergei Polunin|Lou-Teymour Thion,Les Films Pelléas|Versus Production|Auvergne-Rhône-Alpes Cinéma|Proximus,Belgium|France,based on novel or book|literature professor|love affair|single mother
244658,Wild Kratts: A Creature Christmas (2015),Action|Adventure|Animation|Children|Comedy,568907.0,,,47.0,2015-11-25,en,,Eva Almos|Heather Bambrick|Zachary Bennett,PBS KIDS,United States of America,wildlife|animals|nature|christmas
244660,Care Bears: Big Wish Movie (2005),Animation|Children|Comedy,19018.0,,,75.0,2005-09-07,en,Larry Jacobs|Ron Pitts|Mike Fallows,Sugar Lyn Beard|Stephen Ouimette|Tracey Hoyt,Lionsgate Home Entertainment|Nelvana|American Greetings|Mainframe Entertainment|Crest Animation,Canada|United States of America,
244664,Placido Rizzotto (2000),Drama,57581.0,,,110.0,2000-10-20,it,Pasquale Scimeca,Marcello Mazzarella|Vincenzo Albanese|Carmelo Di Mazzarelli,Arbash,Italy,"sicily, italy|biography|trade union|land reform|anti-mafia"
244666,Angela (2002),(no genres listed),181335.0,,,95.0,2002-10-30,en,Roberta Torre,Donatella Finocchiaro|Andrea Di Stefano|Mario Pupella,MiC|Movieweb S.p.a.|Rita Rusic Company,Italy,woman director
244668,TINA (2021),Documentary,773736.0,,,118.0,2021-08-20,en,T.J. Martin|Daniel Lindsay,Tina Turner|Carl Arrington|Ike Turner,HBO Documentary Films|Lightbox Entertainment|Media Finance Capital|Altitude Film Entertainment|Sky Original Productions,United Kingdom|United States of America,music record|strong woman|buddhism|1970s|switzerland|choir|church choir|interview|icon|buddhist|biography|rags to riches|gospel|rhythm and blues (r&b)|celebrity|rock music|domestic violence|church|archive footage|rock singer|1980s|1950s|1960s|1990s|portrait of an artist|abused woman|music documentary|2000s|female singers|soul music|2010s|artistic legacy|life and career|united states of america (usa)|voice|actress|famous song|musical performance|live musical performance|2020s|african american musician
244672,Ghost (2020),Crime|Drama,683805.0,,,77.0,2020-02-20,en,Anthony Z. James,Anthony Mark Streeter|Nathan Hamilton|Russell Barnett,Story Image,United Kingdom,atmospheric|mumblecore|social realism|lyrical|father son relationship
244676,The Party Is Over (2018),Drama,474298.0,,,90.0,2018-02-28,fr,Marie Garel-Weiss,Zita Hanrot|Clémence Boisnard|Coralie Russier,Elzévir Films,France,friendship|addiction|drug rehabilitation|drugs
244678,Dear Tenant (2020),Drama,721482.0,,,106.0,2020-10-23,zh,Cheng Yu-chieh,Mo Tzu-yi|Grace Chen|Bai Run-yin,FiLMOSA PRODUCTION|Outland Film Production,Taiwan,lgbt|gay theme|boys' love (bl)|psychological romance
244682,Sensation (2021),Fantasy|Mystery|Thriller,800762.0,,,90.0,2021-12-31,en,Martin Grof,Eugene Simon|Emily Wyatt|Jennifer Martin,,,
244686,A Week Away (2021),Children|Drama|Romance,699102.0,,,95.0,2021-03-26,en,Roman White,Bailee Madison|Kevin G. Quinn|Sherri Shepherd,Monarch Media|Rove Productions,United States of America,summer camp|forgiveness|musical|teen movie|teenage girl|orphan|teenage boy|foster care|christian film|christian camp
244688,15 Park Avenue (2006),Drama|Romance,23130.0,,,124.0,2006-01-06,en,Aparna Sen,Shabana Azmi|Konkona Sen Sharma|Rahul Bose,SPS Telefilms,India,schizophrenia|woman director
244690,My Brother Jordan (2020),Documentary,,,,,,,,,,,
244692,Aswang (2019),Documentary,643557.0,,,85.0,2019-11-21,tl,Alyx Ayn Arumpac,Ciriaco Santiago III|Jomari|Orly Fernandez,Cinematografica|Les Films de l’œil sauvage|Stray Dogs|Razor Film Produktion|Purin Pictures|The Tan Ean Kiam Foundation-SGIFF Southeast Asian-Documentary,France|Germany|Norway|Philippines|Qatar,war on drugs
244694,Xcuse Me (2003),Comedy,48244.0,,,152.0,2003-09-26,hi,N. Chandra,Sharman Joshi|Sahil Khan|Snehal Dabi,,India,
244704,"Our Lady of San Juan, Four Centuries of Miracles (2021)",Drama,675108.0,,,,2021-02-02,es,Francisco Pérez,Alejandro Peña Arenzana|Alejandra Yañez|Mauricio López Estrada,,Mexico,
244706,Isi Life Mein (2010),Children|Drama,52899.0,,,138.0,2010-12-24,hi,Vidhi Kasliwal,Akash Bhatija|Samaira Rao|Suyesha Sawant,,,
244708,The Diver (2000),(no genres listed),175545.0,,,97.0,2000-01-05,sv,Erik Gustavson,Stefan Sauk|Izabella Scorupco|Alexander Skarsgård,,,
244710,Beyond (2000),Adventure|Sci-Fi,60065.0,3300000.0,,90.0,2000-10-12,da,Åke Sandgren,Robert Hansen|Ralf J. Hollander|Otto Brandenburg,Mellan Film|Thura Film|Bech Film,Denmark,diving|submarine|summer|family|brothers|youth|courage
244718,The Story of Gilbert and Sullivan (1953),(no genres listed),258561.0,,,109.0,1953-02-14,en,Sidney Gilliat,Robert Morley|Maurice Evans|Eileen Herlie,British Lion Films,United Kingdom,musical|based on true story
244720,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion (2019),Action|Adventure|Animation|Comedy|Fantasy|Romance,553835.0,,338632.0,82.0,2019-02-15,ja,Katsushi Sakurabi,Yoshitsugu Matsuoka|Inori Minase|Maaya Sakamoto,J.C.STAFF|EGG FIRM|Warner Bros. Japan|Hakuhodo DY Music & Pictures|GENCO|THE KLOCKWORX|movic|FuRyu|GREE|GA Bunko|SB Creative,Japan,monster|magic|mythology|harem|greek mythology|god|dungeon|adventurer|norse mythology|shounen|anime|high fantasy|based on light novel|adventure|dungeon crawling
244738,Chasing Two Hares (2003),Comedy,431421.0,,,105.0,2003-12-25,ru,Maksym Papernyk,Alla Pugacheva|Maxim Galkin|Andrii Danylko,Melorama Production|Inter|Channel One,Ukraine|Russia,musical|based on play or musical
244742,Runaway Car (1997),Action|Adventure|Comedy,99036.0,,,90.0,1997-01-27,ru,Jack Sholder,Judge Reinhold|Nina Siemaszko|Brian Hooks,Hard Time Productions|Finnegan/Pinchuk Productions,United States of America,road movie
244744,Shadow Boxing 3. The Final Round (2011),Action|Drama,81298.0,5000000.0,13645556.0,122.0,2011-11-17,ru,Alexey Sidorov,Denis Nikiforov|Elena Panova|Andrei Panin,Central Partnership,Russia,sports
244748,Twyla Moves (2021),Documentary,796763.0,,,82.0,2021-03-16,en,Jonathan Field|Steven Cantor,Benjamin Buza|Misty Copeland|Herman Cornejo,Stick Figure Productions,United States of America,
244752,Call Me Human (2020),Documentary,740749.0,,,78.0,2020-11-13,fr,Kim O'Bomsawin,Joséphine Bacon,Terre Innue,Canada,
244754,Finding You (2021),Drama|Romance,769749.0,,3300000.0,119.0,2021-05-13,en,Brian Baugh,Rose Reid|Jedidiah Goodacre|Katherine McNamara,Roadside Attractions|Red Sky Studios|Nook Lane Entertainment|Voltage Pictures,United States of America,celebrity|grief|ireland|movie star|based on young adult novel|christian film|death of sibling
244756,The Girl Who Believes in Miracles (2021),Children|Drama,805195.0,,3157535.0,100.0,2021-04-02,en,Rich Correll,Mira Sorvino|Austyn Johnson|Kevin Sorbo,Trailmaker Productions|Gerson Productions|120dB Films,United States of America,god|christian|miracles
244758,The Rose Family (2020),Documentary,733123.0,,,129.0,2020-08-14,fr,Félix Rose,Félix Rose|Jacques Rose|Paul Rose,ONF | NFB|Babel Films,Canada,freedom of speech|quebec|terrorism|sovereignty|flq|october crisis|nationalisme|struggle for independence|laporte
244784,Kim Possible: The Secret Files (2003),Action|Animation|Children,23617.0,,,72.0,2003-09-02,en,Steve Loter,Christy Carlson Romano|Will Friedle,Walt Disney Pictures,United States of America,compilation
244786,concrete_savanna (2021),Horror|Thriller,785869.0,,,106.0,2021-02-02,en,Matthew Pye|Joshua Mitton,Sarah Hitzel|Rajeev Jacob|Mia Matthews,,,first time|atlanta|social media|debut|social media influencer
244788,Folklore: The Long Pond Studio Sessions (2020),Documentary,768141.0,,,106.0,2020-11-25,en,Taylor Swift,Taylor Swift|Jack Antonoff|Aaron Dessner,Taylor Swift Productions|Electric Light Studios|Big Branch Productions,United States of America,pop star|pop singer|recording studio|live performance|music recording|concert film|recording process|recording session|studio session|music documentary|music crew|song recording
244790,Taylor Swift City of Lover Concert (2020),Documentary,701684.0,,,42.0,2020-05-17,en,Dan Massie,Taylor Swift|David Cook|Amos Heller,Taylor Swift Productions,France|United States of America,concert|live performance|concert film
244792,Happiness Continues (2020),Documentary,696396.0,,,104.0,2020-04-23,en,Anthony Mandler,Joe Jonas|Nick Jonas|Kevin Jonas,Amazon Studios|Philymack|PolyGram Filmed Entertainment|Federal Films|Black Hand Cinema,United States of America,concert film|boy band
244796,The Lift (2021),Comedy|Romance|Sci-Fi,674986.0,,,70.0,2021-01-15,es,Daniela Bernal,Marimar Vega|Gorka Otxoa|Ramón Langa,,Mexico,woman director
244812,Rosie the Riveter (1944),Comedy|Romance,330441.0,,,75.0,1944-04-08,en,Joseph Santley,Jane Frazee|Frank Albertson|Barbara Jo Allen,Republic Pictures,United States of America,worker|musical|riveter
244816,Labor Pains (2000),Comedy|Drama|Romance,142327.0,,,89.0,2000-11-07,en,Tracy Alexson,Kyra Sedgwick|Rob Morrow|Lela Rochon,Prosperity Pictures|Dogsmile Pictures,United States of America,
244826,Scandinavian Silence (2019),Drama|Thriller,519593.0,,,75.0,2019-03-29,et,Martti Helde,Rea Lest-Liik|Reimo Sagor|Kaido Veermäe,Three Brothers|ARP Sélection|Media International,Belgium|France|Estonia,
244828,The Birder (2014),Comedy,260201.0,,,85.0,2014-04-04,en,Ted Bezaire,Graham Greene|Fred Willard|Tom Cavanagh,,Canada,casual|amused
244830,Yes-People (2020),Animation|Comedy,663343.0,,,9.0,2020-01-24,is,Gísli Darri Halldórsson,Helga Braga Jónsdóttir|Ilmur Kristjánsdóttir|Jón Gnarr,CAOZ|Hólamói,Iceland,
244832,Opera (2020),Animation,750249.0,,,8.0,2020-09-27,en,Erick Oh,,Beasts And Natives Alike,South Korea|United States of America,
244834,White Eye (2020),Drama,675235.0,,,21.0,,he,Tomer Shushan,Daniel Gad|Dawit Tekelaeb|Reut Akkerman,Mina Films|KM Productions,Israel,police|bicycle|slaughterhouse|stolen bicycle
244836,The Present (2020),Drama,678801.0,,,24.0,2020-02-02,ar,Farah Nabulsi,Saleh Bakri|Mariam Kanj|Mariam Basha,Philistine Films|Native Liberty Productions|DFI,Qatar|United Kingdom|Palestinian Territory,palestinian-israeli conflict|palestine|border|fridge|family|present|palestinian
244846,My Uncle Hyacinth (1956),Drama,117169.0,,,87.0,1956-03-31,es,Ladislao Vajda,Pablito Calvo|Antonio Vico|José Marco Davó,Chamartín|Falco Film|ENIC,Italy|Spain,matador (bullfighter)|uncle nephew relationship|poor man
244848,"Suddenly, One Day (1989)",Drama,221026.0,,,102.0,1989-09-14,hi,Mrinal Sen,Shreeram Lagoo|Shabana Azmi|Uttara Baokar,National Film Development Corporation of India,India,india
244852,Shadowland (2021),Action|Horror|Mystery,795206.0,,,74.0,2021-02-28,en,Simon Kay,Amelia Eve|Rebecca Finch|Vivien Taylor,,,
244860,"Blue, Painful, and Brittle (2020)",(no genres listed),698208.0,,,118.0,2020-08-28,ja,Shunsuke Kariyama,Ryo Yoshizawa|Hana Sugisaki|Amane Okayama,Twins Japan|Nippon Television Network Corporation|Yomiuri Telecasting Corporation|jeki|KADOKAWA|Sapporo Television Broadcasting Company|Miyagi Television Broadcasting|Shizuoka Daiichi Television|Chukyo TV Broadcasting Company|Hiroshima Telecasting|Fukuoka Broadcasting System,Japan,based on novel or book|slice of life|relationship|job hunting|university student|university life
244864,Be-Bop-A-Lula (2018),Comedy,498955.0,,,97.0,2018-01-24,ko,Lee Sung-jae,Park In-hwan|Shin Gu|Im Hyun-sik,A Kimchi Movie Production|Kidari ENT,South Korea,
244878,White Skin Black Thighs (1976),Drama,294019.0,,,75.0,1976-07-29,de,Erwin C. Dietrich|Jesús Franco,Kali Hansa|Pilar Coll|Diotta Fatou,Elite Film,Switzerland,prostitute|jail|wrongful imprisonment|erotic movie
244880,Handsome Poor Bilo (1979),Comedy|Drama,220004.0,98000.0,425000.0,80.0,1979-09-07,tr,Ertem Eğilmez,İlyas Salman|Şener Şen|Münir Özkul,Arzu Film,Turkey,revenge
244882,Wyrm (2019),Comedy,630476.0,,,97.0,2019-09-21,en,Christopher Winterbauer,Theo Taplitz|Lulu Wilson|Sosie Bacon,A Thousand Ships|Alpha Studios,United States of America,kiss|based on short film
244890,The Toilers and the Wayfarers (1997),Drama|Romance,27218.0,,,75.0,1997-03-14,en,Keith Froelich,Matt Klemp|Ralf Schirg|Andrew Woodhouse,,United States of America,coming out|immigrant|runaway|male homosexuality|lgbt|gay theme
244896,Marching On (1930),(no genres listed),326671.0,,,118.0,1930-03-07,ja,Kiyohiko Ushihara,Denmei Suzuki|Kinuyo Tanaka|Hideo Fujino,Shochiku|Shochiku Kinema (Kamata),Japan,
244898,Fluffy (1965),(no genres listed),174140.0,,,82.0,1965-06-27,en,Earl Bellamy,Tony Randall|Shirley Jones|Edward Andrews,Scarus|Universal Pictures,United States of America,lion
244900,Tom Is My Son (2003),Drama,520418.0,,,93.0,2003-04-22,de,Juliane Hohl,Harald Krassnitzer|Katja Studt|Michaela Rosen,,Germany,
244902,Fully Realized Humans (2020),Comedy,680587.0,,,77.0,2020-08-08,en,Joshua Leonard,Jess Weixler|Joshua Leonard|Tom Bower,Perception Media|Paxeros,United States of America,self-discovery|married couple|pregnancy|parenthood|doula|baby shower
244904,"6 Dynamic Laws for Success (in Life, Love & Money) (2018)",Comedy|Crime,561896.0,,,92.0,2018-05-10,en,Gregory Bayne,Travis Swartz|Jennifer Lafleur|Ross Partridge,MPS International Pictures|LovelyMachine|Bruneau Pictures,United States of America,
244906,Spiral: From the Book of Saw (2021),Horror|Mystery|Thriller,602734.0,20000000.0,40618920.0,93.0,2021-05-12,en,Darren Lynn Bousman,Chris Rock|Samuel L. Jackson|Max Minghella,Twisted Pictures|Lionsgate|Serendipity Productions|Dahlstar,United States of America,sequel|murder|police corruption|survival horror|body count|procedural|father son relationship|mystery killings|murder of a policeman|death game
244908,Peter Rabbit 2: The Runaway (2021),Adventure|Children|Comedy,522478.0,45000000.0,153000000.0,93.0,2021-03-25,en,Will Gluck,James Corden|Rose Byrne|Domhnall Gleeson,Columbia Pictures|Olive Bridge Entertainment|Animal Logic|MRC|2.0 Entertainment,Australia|United States of America,based on children's book|rabbit
244910,Cinderella: After Ever After (2019),(no genres listed),658150.0,,,44.0,2019-12-24,en,Elliot Hegarty,David Walliams|Sian Gibson|Celia Imrie,King Bert Productions,United Kingdom,cinderella
244912,A Rather English Marriage (1998),Comedy|Drama|Romance,47332.0,,,104.0,1998-12-30,en,Paul Seed,Albert Finney|Tom Courtenay|Joanna Lumley,Wall to Wall,United Kingdom,widower
244918,The Adventures of Young Indiana Jones: Treasure of the Peacock's Eye (1995),Action|Adventure|Children|Drama,222062.0,,,94.0,1995-01-15,en,Carl Schultz,Sean Patrick Flanery|Ronny Coutteure|Adrian Edmondson,Amblin Television|Lucasfilm Ltd.,United States of America|Thailand,edited from tv series
